Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
8-4-4,12,388,2302,1914,3.0,7.0,4.9329896907216515,1.083417089140065,1.1737925890407312
8-4-4,13,388,2500,2112,2.0,8.0,5.443298969072164,1.4321453318262791,2.051040251471803
8-4-4,14,388,2302,1914,3.0,7.0,4.932989690721651,1.0321169784756892,1.0652654572577862
8-4-4,15,388,2431,2043,2.0,8.0,5.265463917525773,1.3598689104009432,1.8492434534750481
8-4-4,16,388,2545,2157,2.0,8.0,5.559278350515465,1.453532272439669,2.1127560670236285
8-4-4,17,388,2248,1860,3.0,7.0,4.793814432989691,0.9338663409379789,0.8721063427368896
8-4-4,18,388,2425,2037,3.0,8.0,5.25,1.364698904804717,1.8624031007751938
8-4-4,19,388,2293,1905,2.0,7.0,4.909793814432989,0.9959125553193762,0.9918418178427695
8-4-4,2,388,2353,1965,3.0,7.0,5.0644329896907205,1.0918883143917464,1.192220091105249
8-4-4,20,388,2341,1953,3.0,7.0,5.033505154639175,1.14635072376891,1.3141199818855036
8-4-4,21,388,2269,1881,3.0,6.0,4.847938144329897,0.8656946703739506,0.7494272623138631
8-4-4,22,388,2344,1956,2.0,8.0,5.041237113402062,1.1036001763848673,1.2179333493167104
8-4-4,23,388,2320,1932,3.0,8.0,4.979381443298969,1.1204408641664374,1.2553877300940333
8-4-4,24,388,2263,1875,2.0,6.0,4.832474226804123,0.865817748727195,0.7496403740110281
8-4-4,25,388,2242,1854,3.0,7.0,4.778350515463917,0.8729914478595474,0.7621140680359089
8-4-4,26,388,2539,2151,2.0,8.0,5.54381443298969,1.4235515823442328,2.0264991075947694
8-4-4,28,388,2317,1929,2.0,7.0,4.971649484536082,0.9573436336518824,0.9165068328937895
8-4-4,29,388,2380,1992,2.0,8.0,5.1340206185567,1.2358040701632969,1.5272116998321708
8-4-4,3,388,2293,1905,3.0,7.0,4.90979381443299,0.9562020905633979,0.9143224379978127
8-4-4,30,388,2272,1884,2.0,7.0,4.855670103092783,0.9344366758762891,0.8731719012227289
8-4-4,31,388,2368,1980,2.0,8.0,5.103092783505153,1.2177374375542418,1.4828844668211711
8-4-4,32,388,2296,1908,3.0,7.0,4.917525773195877,0.9716402721457503,0.9440848184554677
8-4-4,33,388,2458,2070,3.0,9.0,5.335051546391751,1.4524712069969694,2.1096726071552334
8-4-4,34,388,2272,1884,3.0,7.0,4.855670103092783,1.0063333368937246,1.0127067849436586
8-4-4,35,388,2329,1941,3.0,7.0,5.002577319587628,1.0380331016419564,1.0775127201044201
8-4-4,36,388,2326,1938,3.0,8.0,4.994845360824743,1.165824381136729,1.3591464876528372
8-4-4,37,388,2356,1968,3.0,8.0,5.072164948453609,1.1456911541876031,1.3126082207837224
8-4-4,38,388,2272,1884,3.0,7.0,4.855670103092783,0.9426960152624606,0.8886757771917213
8-4-4,39,388,2416,2028,2.0,7.0,5.22680412371134,1.209396070603088,1.4626388555901892
8-4-4,4,388,2299,1911,3.0,6.0,4.925257731958763,0.9133413599868033,0.8341924398625434
