Folder,File,Breadth All-trans,Breadth All-transpair,Depth All-trans,Depth All-transpair,Euler All-trans,Euler All-transpair,CPP All-trans,CPP All-transpair
10-4-4,1,303.0,8876.0,694.0,191.0,243.0,20488.0,81.0,115.0
10-4-4,10,327.0,8383.0,355.0,172.0,365.0,41859.0,194.0,143.0
10-4-4,100,306.0,8648.0,366.0,166.0,10770.0,24163.0,254.0,163.0
10-4-4,11,284.0,8351.0,306.0,177.0,2986.0,51483.0,253.0,406.0
10-4-4,12,233.0,8328.0,256.0,183.0,5245.0,15780.0,270.0,108.0
10-4-4,14,240.0,8645.0,280.0,196.0,3087.0,16244.0,215.0,130.0
10-4-4,15,277.0,8328.0,271.0,212.0,3235.0,59242.0,227.0,114.0
10-4-4,16,327.0,9180.0,312.0,143.0,9549.0,21344.0,299.0,82.0
10-4-4,17,252.0,8690.0,308.0,141.0,76.0,9736.0,243.0,81.0
10-4-4,18,253.0,8464.0,283.0,161.0,5168.0,16459.0,267.0,180.0
10-4-4,19,314.0,8516.0,300.0,170.0,2937.0,15425.0,265.0,105.0
10-4-4,2,344.0,8505.0,363.0,156.0,2703.0,27353.0,295.0,97.0
10-4-4,20,319.0,9065.0,302.0,157.0,5665.0,62183.0,243.0,114.0
10-4-4,21,754.0,8571.0,360.0,177.0,21776.0,49376.0,251.0,217.0
10-4-4,22,633.0,8535.0,315.0,184.0,66.0,62754.0,248.0,242.0
10-4-4,23,774.0,8432.0,299.0,263.0,101.0,17423.0,246.0,216.0
10-4-4,24,390.0,8479.0,357.0,173.0,6005.0,112861.0,247.0,205.0
10-4-4,25,421.0,8362.0,294.0,160.0,17381.0,31878.0,262.0,206.0
10-4-4,26,177.0,8459.0,260.0,131.0,65.0,65373.0,289.0,198.0
10-4-4,27,177.0,8613.0,308.0,185.0,3185222.0,33576.0,245.0,222.0
10-4-4,28,215.0,9021.0,376.0,262.0,7853.0,40915.0,158.0,220.0
10-4-4,29,232.0,8497.0,351.0,234.0,6648.0,58528.0,201.0,233.0
10-4-4,3,284.0,8449.0,284.0,259.0,3063.0,15273.0,218.0,186.0
10-4-4,30,226.0,8514.0,297.0,255.0,89.0,623.0,281.0,227.0
10-4-4,31,220.0,8464.0,298.0,277.0,10838.0,55390.0,243.0,177.0
10-4-4,32,350.0,8305.0,276.0,331.0,19152.0,40108.0,304.0,443.0
10-4-4,33,280.0,8662.0,275.0,246.0,16222.0,47955.0,250.0,172.0
10-4-4,34,254.0,8931.0,259.0,256.0,14122.0,45892.0,299.0,154.0
10-4-4,35,458.0,8452.0,242.0,325.0,10488.0,41338.0,233.0,218.0
10-4-4,36,355.0,8600.0,309.0,265.0,15378.0,1392.0,271.0,227.0
10-4-4,37,207.0,8569.0,346.0,332.0,2708.0,12221.0,247.0,268.0
10-4-4,38,707.0,8492.0,342.0,300.0,15347.0,60152.0,341.0,236.0
10-4-4,39,303.0,8336.0,322.0,319.0,57.0,537.0,248.0,224.0
10-4-4,4,690.0,8476.0,257.0,322.0,6143.0,23563.0,255.0,225.0
10-4-4,40,263.0,8469.0,291.0,282.0,2858.0,38989.0,234.0,201.0
10-4-4,41,251.0,8870.0,263.0,269.0,2991.0,72632.0,259.0,258.0
10-4-4,42,239.0,8999.0,296.0,294.0,2926.0,15819.0,214.0,235.0
10-4-4,43,375.0,8532.0,277.0,175.0,50.0,302.0,240.0,204.0
10-4-4,44,166.0,8512.0,297.0,180.0,104.0,26361.0,272.0,303.0
10-4-4,45,199.0,8815.0,279.0,251.0,2677.0,8728.0,462.0,285.0
10-4-4,46,61.0,8738.0,311.0,171.0,8805.0,29175.0,216.0,248.0
10-4-4,47,66.0,8606.0,356.0,193.0,2798.0,49191.0,251.0,283.0
10-4-4,48,64.0,9126.0,336.0,159.0,4925.0,28883.0,365.0,269.0
10-4-4,49,52.0,8671.0,304.0,187.0,8728.0,23410.0,278.0,235.0
10-4-4,5,70.0,8633.0,291.0,162.0,5787.0,31685.0,279.0,229.0
10-4-4,50,63.0,8418.0,281.0,172.0,5078.0,10709.0,275.0,242.0
10-4-4,51,120.0,8703.0,218.0,166.0,106.0,19199.0,266.0,254.0
10-4-4,52,245.0,8388.0,279.0,232.0,232.0,10500.0,290.0,236.0
10-4-4,53,255.0,8671.0,248.0,216.0,297.0,17045.0,260.0,295.0
10-4-4,54,381.0,8648.0,322.0,265.0,2902.0,32998.0,258.0,303.0
10-4-4,55,236.0,8365.0,259.0,236.0,5924.0,11476.0,301.0,370.0
10-4-4,56,173.0,8383.0,317.0,232.0,11899.0,69871.0,263.0,307.0
10-4-4,57,248.0,8607.0,392.0,279.0,20471.0,30292.0,303.0,282.0
10-4-4,58,298.0,8356.0,295.0,308.0,172.0,14243.0,361.0,239.0
10-4-4,59,316.0,8634.0,314.0,246.0,2930.0,28300.0,314.0,138.0
10-4-4,6,323.0,8859.0,263.0,253.0,10933.0,12347.0,241.0,246.0
10-4-4,60,305.0,8320.0,256.0,219.0,9253.0,33463.0,298.0,190.0
10-4-4,61,263.0,8251.0,354.0,272.0,67.0,28985.0,305.0,182.0
10-4-4,62,278.0,8614.0,282.0,260.0,5917.0,29897.0,286.0,147.0
10-4-4,63,399.0,8593.0,268.0,272.0,2988.0,22477.0,255.0,170.0
10-4-4,64,255.0,8440.0,284.0,295.0,9466.0,30976.0,244.0,153.0
10-4-4,65,260.0,8375.0,291.0,276.0,3099.0,31871.0,275.0,99.0
10-4-4,66,96.0,8432.0,339.0,227.0,3266.0,67297.0,375.0,110.0
10-4-4,67,129.0,8479.0,369.0,248.0,3341.0,38218.0,398.0,108.0
10-4-4,68,329.0,8777.0,319.0,273.0,118.0,14929.0,283.0,89.0
10-4-4,69,369.0,8385.0,341.0,345.0,3098.0,15556.0,288.0,85.0
10-4-4,7,313.0,8465.0,328.0,257.0,11343.0,39719.0,258.0,94.0
10-4-4,70,495.0,8538.0,331.0,304.0,6357.0,34674.0,299.0,173.0
10-4-4,71,241.0,8449.0,308.0,245.0,3207.0,9526.0,304.0,236.0
10-4-4,72,320.0,8586.0,267.0,243.0,5618.0,31056.0,267.0,215.0
10-4-4,73,359.0,8382.0,286.0,245.0,81.0,21982.0,293.0,214.0
10-4-4,75,280.0,8683.0,360.0,234.0,10898.0,34531.0,324.0,225.0
10-4-4,76,365.0,8442.0,273.0,253.0,6000.0,20937.0,382.0,225.0
10-4-4,77,311.0,8327.0,269.0,241.0,15385.0,58402.0,407.0,221.0
10-4-4,78,422.0,8929.0,297.0,224.0,9181.0,24850.0,321.0,228.0
10-4-4,79,355.0,8471.0,338.0,238.0,63.0,15807.0,314.0,215.0
10-4-4,8,348.0,8519.0,294.0,265.0,2857.0,22585.0,268.0,214.0
10-4-4,80,290.0,8732.0,268.0,345.0,5041.0,48133.0,264.0,151.0
10-4-4,81,331.0,9021.0,276.0,260.0,9099.0,43638.0,267.0,221.0
10-4-4,82,376.0,8769.0,323.0,270.0,65.0,555.0,248.0,270.0
10-4-4,83,345.0,8897.0,267.0,283.0,5858.0,16048.0,266.0,219.0
10-4-4,84,292.0,8613.0,275.0,643.0,4910.0,11514.0,313.0,298.0
10-4-4,85,242.0,8367.0,349.0,296.0,60.0,766.0,289.0,285.0
10-4-4,86,319.0,8345.0,294.0,227.0,2908.0,32279.0,346.0,255.0
10-4-4,87,352.0,8614.0,283.0,254.0,6093.0,26316.0,291.0,303.0
10-4-4,88,358.0,8413.0,276.0,276.0,74.0,8832.0,256.0,240.0
10-4-4,89,285.0,8154.0,312.0,233.0,236.0,721.0,295.0,257.0
10-4-4,9,264.0,8429.0,356.0,318.0,331.0,43459.0,239.0,221.0
10-4-4,90,282.0,8391.0,321.0,283.0,11863.0,14951.0,290.0,277.0
10-4-4,91,295.0,8401.0,291.0,223.0,58.0,47823.0,266.0,272.0
10-4-4,93,243.0,8769.0,305.0,242.0,19417.0,55491.0,267.0,239.0
10-4-4,94,224.0,9354.0,305.0,236.0,3065.0,651.0,282.0,221.0
10-4-4,95,249.0,9168.0,329.0,351.0,14518.0,13687.0,313.0,268.0
10-4-4,96,221.0,9904.0,390.0,254.0,15804.0,32482.0,268.0,291.0
10-4-4,97,213.0,9330.0,273.0,259.0,5192.0,23687.0,351.0,214.0
10-4-4,98,300.0,9304.0,743.0,270.0,6406.0,44316.0,344.0,246.0
10-4-4,99,326.0,9429.0,457.0,261.0,49.0,19644.0,264.0,233.0
12-4-4,1,329.0,17991.0,370.0,264.0,2688.0,30435.0,307.0,223.0
12-4-4,10,269.0,18820.0,290.0,348.0,9790.0,83419.0,290.0,246.0
12-4-4,100,360.0,17695.0,367.0,265.0,68.0,23118.0,247.0,245.0
12-4-4,11,411.0,17547.0,275.0,234.0,3043.0,34249.0,238.0,257.0
12-4-4,12,343.0,17892.0,300.0,275.0,10181.0,40769.0,298.0,239.0
12-4-4,13,604.0,17437.0,229.0,285.0,2824.0,52909.0,268.0,306.0
12-4-4,14,314.0,18265.0,85.0,292.0,7510.0,43401.0,334.0,259.0
12-4-4,15,380.0,18112.0,61.0,275.0,24948.0,48543.0,269.0,272.0
12-4-4,16,354.0,17939.0,81.0,284.0,14178.0,28054.0,381.0,348.0
12-4-4,17,371.0,18018.0,72.0,270.0,3021.0,22736.0,271.0,293.0
12-4-4,18,395.0,18094.0,94.0,289.0,5253.0,44274.0,258.0,268.0
12-4-4,19,469.0,18562.0,68.0,217.0,4591.0,11013.0,262.0,302.0
12-4-4,2,320.0,18274.0,96.0,291.0,4271.0,31283.0,246.0,251.0
12-4-4,20,314.0,18232.0,294.0,285.0,15058.0,46010.0,308.0,325.0
12-4-4,21,345.0,18149.0,240.0,314.0,3414.0,39853.0,259.0,261.0
12-4-4,22,325.0,17769.0,331.0,265.0,49.0,60974.0,310.0,255.0
12-4-4,23,309.0,17394.0,266.0,254.0,2882.0,16572.0,234.0,268.0
12-4-4,24,324.0,18217.0,241.0,298.0,5243.0,37447.0,253.0,301.0
12-4-4,25,330.0,18403.0,327.0,258.0,5437.0,87015.0,268.0,360.0
12-4-4,26,336.0,18074.0,313.0,274.0,9536.0,11613.0,336.0,216.0
12-4-4,27,440.0,18236.0,356.0,181.0,9565.0,28777.0,250.0,251.0
12-4-4,28,339.0,18275.0,322.0,238.0,81.0,33043.0,232.0,236.0
12-4-4,29,329.0,18741.0,281.0,206.0,3412.0,47741.0,300.0,289.0
12-4-4,3,287.0,18388.0,301.0,266.0,12350.0,43268.0,266.0,243.0
12-4-4,30,356.0,18636.0,291.0,369.0,10186.0,2089.0,240.0,258.0
12-4-4,31,312.0,17395.0,326.0,237.0,9025.0,54634.0,259.0,298.0
12-4-4,32,426.0,18377.0,289.0,244.0,81.0,27525.0,228.0,260.0
12-4-4,33,397.0,18057.0,411.0,259.0,6213.0,39713.0,285.0,258.0
12-4-4,34,620.0,16319.0,224.0,255.0,7938.0,31014.0,244.0,295.0
12-4-4,35,520.0,16287.0,165.0,247.0,8486.0,9203.0,262.0,291.0
12-4-4,36,313.0,17307.0,382.0,279.0,14042.0,32053.0,407.0,319.0
12-4-4,37,1304.0,17174.0,337.0,278.0,3244.0,37711.0,271.0,248.0
12-4-4,38,390.0,16399.0,327.0,257.0,72.0,23790.0,301.0,235.0
12-4-4,39,289.0,16279.0,373.0,285.0,6086.0,37292.0,292.0,274.0
12-4-4,4,243.0,16247.0,306.0,230.0,7292.0,43072.0,276.0,688.0
12-4-4,40,215.0,15891.0,336.0,349.0,21288.0,65309.0,319.0,407.0
12-4-4,41,256.0,16447.0,317.0,258.0,6323.0,20714.0,312.0,263.0
12-4-4,42,316.0,16332.0,316.0,190.0,4723.0,22551.0,321.0,445.0
12-4-4,43,88.0,17525.0,449.0,276.0,64.0,9151.0,302.0,751.0
12-4-4,44,80.0,16489.0,336.0,246.0,9737.0,23690.0,244.0,541.0
12-4-4,45,67.0,16373.0,341.0,247.0,6030.0,19429.0,334.0,292.0
12-4-4,46,72.0,15906.0,327.0,252.0,74.0,32830.0,268.0,336.0
12-4-4,47,84.0,16918.0,326.0,284.0,17350.0,43703.0,340.0,269.0
12-4-4,48,89.0,16541.0,319.0,297.0,6239.0,36895.0,288.0,258.0
12-4-4,49,62.0,16991.0,374.0,259.0,6991.0,56821.0,328.0,267.0
12-4-4,5,81.0,16618.0,279.0,325.0,9494.0,24020.0,519.0,281.0
12-4-4,50,187.0,17631.0,316.0,244.0,57.0,63078.0,353.0,276.0
12-4-4,51,272.0,18251.0,393.0,303.0,18457.0,59415.0,244.0,373.0
12-4-4,52,230.0,17757.0,301.0,287.0,16209.0,11815.0,270.0,270.0
12-4-4,53,265.0,18502.0,285.0,266.0,58.0,32752.0,299.0,295.0
12-4-4,54,286.0,18826.0,312.0,240.0,11130.0,18957.0,356.0,334.0
12-4-4,55,413.0,18944.0,366.0,261.0,6463.0,13544.0,316.0,370.0
12-4-4,56,255.0,18654.0,317.0,223.0,9349.0,48672.0,285.0,297.0
12-4-4,57,340.0,18245.0,364.0,296.0,61.0,38374.0,261.0,320.0
12-4-4,58,342.0,17908.0,366.0,278.0,10072.0,142147.0,303.0,240.0
12-4-4,59,299.0,19007.0,256.0,263.0,3107.0,78930.0,382.0,256.0
12-4-4,6,271.0,18667.0,323.0,295.0,25605.0,40155.0,285.0,238.0
12-4-4,60,257.0,18164.0,234.0,263.0,6721.0,46691.0,310.0,395.0
12-4-4,61,384.0,18515.0,276.0,357.0,11240.0,38488.0,240.0,248.0
12-4-4,62,339.0,18463.0,237.0,273.0,3054.0,58473.0,252.0,331.0
12-4-4,63,427.0,17523.0,243.0,299.0,10693.0,27002.0,327.0,250.0
12-4-4,64,220.0,18657.0,261.0,280.0,76.0,22415.0,272.0,314.0
12-4-4,65,145.0,18164.0,365.0,233.0,3363.0,41626.0,222.0,283.0
12-4-4,66,251.0,20224.0,334.0,270.0,84.0,1123.0,295.0,272.0
12-4-4,67,342.0,18069.0,313.0,274.0,8264.0,18460.0,289.0,261.0
12-4-4,68,343.0,18066.0,321.0,232.0,3222.0,16155.0,243.0,304.0
12-4-4,69,406.0,18390.0,319.0,270.0,14057.0,62732.0,235.0,276.0
12-4-4,7,332.0,18212.0,420.0,270.0,6724.0,22864.0,280.0,388.0
12-4-4,70,282.0,17959.0,461.0,231.0,75.0,28711.0,269.0,256.0
12-4-4,71,356.0,19490.0,361.0,347.0,12309.0,73376.0,253.0,298.0
12-4-4,72,401.0,18734.0,393.0,278.0,11731.0,47115.0,252.0,245.0
12-4-4,73,331.0,18644.0,327.0,257.0,6717.0,31802.0,265.0,297.0
12-4-4,74,383.0,18936.0,372.0,266.0,109.0,23347.0,374.0,320.0
12-4-4,75,353.0,17932.0,402.0,230.0,10661.0,59118.0,212.0,333.0
12-4-4,76,327.0,18379.0,501.0,256.0,3012.0,21759.0,238.0,242.0
12-4-4,77,307.0,18063.0,359.0,239.0,71.0,17926.0,205.0,305.0
12-4-4,78,309.0,19032.0,335.0,325.0,3567.0,77529.0,257.0,209.0
12-4-4,79,307.0,18262.0,348.0,250.0,6928.0,24383.0,251.0,197.0
12-4-4,8,300.0,18190.0,361.0,265.0,16107.0,32025.0,239.0,304.0
12-4-4,80,400.0,18372.0,344.0,253.0,22209.0,52146.0,259.0,312.0
12-4-4,81,337.0,19075.0,302.0,207.0,6462.0,21907.0,296.0,265.0
12-4-4,82,320.0,18225.0,344.0,286.0,3269.0,27796.0,193.0,297.0
12-4-4,83,301.0,18338.0,359.0,242.0,10449.0,33491.0,208.0,242.0
12-4-4,84,341.0,18388.0,399.0,276.0,6501.0,60133.0,209.0,329.0
12-4-4,85,372.0,18477.0,408.0,236.0,3467.0,88869.0,392.0,264.0
12-4-4,86,315.0,18856.0,303.0,216.0,3383.0,35592.0,315.0,265.0
12-4-4,87,308.0,17928.0,314.0,259.0,69.0,12955.0,222.0,253.0
12-4-4,88,314.0,17711.0,276.0,237.0,4411.0,11966.0,194.0,270.0
12-4-4,89,361.0,18579.0,365.0,175.0,6632.0,23322.0,190.0,247.0
12-4-4,9,250.0,17984.0,319.0,285.0,17211.0,51530.0,200.0,242.0
12-4-4,90,246.0,18214.0,392.0,255.0,6320.0,11529.0,186.0,289.0
12-4-4,91,247.0,17836.0,411.0,240.0,3274.0,11685.0,215.0,236.0
12-4-4,92,234.0,18218.0,484.0,239.0,11262.0,53218.0,309.0,240.0
12-4-4,93,236.0,17705.0,1043.0,347.0,3026.0,51531.0,318.0,257.0
12-4-4,94,247.0,17806.0,373.0,237.0,74.0,30064.0,258.0,253.0
12-4-4,95,361.0,17740.0,487.0,275.0,216.0,18214.0,200.0,227.0
12-4-4,96,332.0,17447.0,689.0,377.0,434.0,45458.0,357.0,302.0
12-4-4,97,298.0,17619.0,770.0,264.0,10855.0,17661.0,236.0,232.0
12-4-4,99,257.0,17693.0,689.0,256.0,13543.0,31213.0,242.0,284.0
14-4-4,1,432.0,32143.0,680.0,435.0,10798.0,46742.0,289.0,276.0
14-4-4,10,406.0,31358.0,243.0,402.0,85.0,82807.0,268.0,257.0
14-4-4,100,417.0,29468.0,927.0,343.0,20281.0,39107.0,223.0,340.0
14-4-4,11,340.0,29432.0,678.0,474.0,74.0,81318.0,212.0,266.0
14-4-4,12,385.0,28694.0,678.0,254.0,6819.0,125417.0,261.0,292.0
14-4-4,13,387.0,29349.0,672.0,436.0,22629.0,36141.0,278.0,276.0
14-4-4,14,439.0,28739.0,676.0,392.0,7055.0,19053.0,338.0,357.0
14-4-4,15,415.0,29635.0,754.0,429.0,10325.0,29309.0,217.0,249.0
14-4-4,16,447.0,29938.0,652.0,356.0,3592.0,23677.0,234.0,224.0
14-4-4,17,325.0,31022.0,850.0,332.0,6695.0,62656.0,379.0,288.0
14-4-4,18,301.0,28962.0,673.0,344.0,69.0,28739.0,264.0,277.0
14-4-4,2,295.0,29504.0,746.0,393.0,3767.0,36034.0,232.0,230.0
14-4-4,20,382.0,30130.0,679.0,439.0,9878.0,12345.0,301.0,262.0
14-4-4,21,318.0,29650.0,669.0,327.0,11905.0,29729.0,275.0,389.0
14-4-4,22,327.0,29499.0,668.0,344.0,75.0,29213.0,295.0,264.0
14-4-4,23,408.0,29567.0,918.0,460.0,6318.0,30190.0,282.0,264.0
14-4-4,24,307.0,29282.0,670.0,462.0,15271.0,55432.0,297.0,368.0
14-4-4,25,399.0,30535.0,671.0,412.0,21768.0,34355.0,318.0,214.0
14-4-4,26,440.0,29244.0,666.0,338.0,21291.0,75351.0,310.0,345.0
14-4-4,27,318.0,29869.0,665.0,427.0,3655.0,33362.0,346.0,287.0
14-4-4,28,292.0,30124.0,738.0,401.0,3853.0,23483.0,292.0,323.0
14-4-4,29,315.0,29056.0,679.0,352.0,67.0,19618.0,303.0,255.0
14-4-4,3,319.0,30077.0,821.0,359.0,118.0,79709.0,323.0,317.0
14-4-4,30,369.0,29075.0,681.0,345.0,216.0,11414.0,368.0,248.0
14-4-4,31,373.0,31138.0,737.0,339.0,34568.0,117888.0,345.0,319.0
14-4-4,32,538.0,29888.0,676.0,415.0,14570.0,40405.0,325.0,323.0
14-4-4,33,370.0,29600.0,685.0,374.0,7040.0,26689.0,319.0,176.0
14-4-4,34,1555.0,30521.0,682.0,301.0,5405.0,25349.0,269.0,133.0
14-4-4,35,370.0,29574.0,901.0,431.0,61.0,66340.0,284.0,136.0
14-4-4,36,635.0,30953.0,646.0,373.0,78.0,37272.0,347.0,256.0
14-4-4,37,622.0,30348.0,670.0,425.0,7104.0,57124.0,289.0,313.0
14-4-4,38,618.0,29970.0,667.0,396.0,3679.0,73173.0,240.0,146.0
14-4-4,39,632.0,29437.0,686.0,380.0,67.0,30281.0,295.0,135.0
14-4-4,4,510.0,30166.0,752.0,433.0,3522.0,37515.0,252.0,182.0
14-4-4,40,344.0,29735.0,854.0,426.0,3596.0,49492.0,302.0,208.0
14-4-4,41,864.0,29902.0,666.0,456.0,10114.0,62297.0,314.0,174.0
14-4-4,42,628.0,28974.0,634.0,285.0,13572.0,31692.0,264.0,196.0
14-4-4,43,683.0,29959.0,374.0,367.0,17814.0,28405.0,266.0,327.0
14-4-4,44,638.0,30102.0,169.0,358.0,7621.0,22610.0,315.0,286.0
14-4-4,45,690.0,29509.0,364.0,355.0,7080.0,75006.0,273.0,295.0
14-4-4,46,629.0,32429.0,230.0,371.0,68.0,19679.0,328.0,669.0
14-4-4,47,597.0,29866.0,251.0,424.0,6169.0,14051.0,278.0,352.0
14-4-4,48,781.0,30766.0,286.0,396.0,6206.0,17822.0,287.0,165.0
14-4-4,49,619.0,29466.0,312.0,335.0,5646.0,93845.0,256.0,194.0
14-4-4,5,1021.0,31385.0,249.0,437.0,11403.0,41348.0,373.0,179.0
14-4-4,50,617.0,29539.0,250.0,376.0,9748.0,33255.0,326.0,172.0
14-4-4,51,609.0,29238.0,231.0,399.0,6978.0,20121.0,285.0,203.0
14-4-4,52,626.0,29372.0,278.0,353.0,3567.0,58994.0,303.0,270.0
14-4-4,53,696.0,30205.0,380.0,369.0,9045.0,49065.0,284.0,413.0
14-4-4,54,640.0,29927.0,260.0,334.0,3115.0,26680.0,258.0,198.0
14-4-4,55,793.0,29256.0,221.0,302.0,5474.0,82360.0,343.0,339.0
14-4-4,56,617.0,30798.0,295.0,346.0,9782.0,34794.0,320.0,249.0
14-4-4,57,616.0,30004.0,250.0,484.0,75.0,28972.0,262.0,330.0
14-4-4,58,696.0,32005.0,219.0,325.0,23928.0,29432.0,804.0,237.0
14-4-4,59,632.0,30776.0,284.0,334.0,97.0,62377.0,279.0,363.0
14-4-4,6,632.0,30023.0,232.0,433.0,5532.0,42073.0,228.0,417.0
14-4-4,60,631.0,29551.0,231.0,399.0,6663.0,19729.0,287.0,231.0
14-4-4,61,909.0,30831.0,255.0,396.0,10050.0,65535.0,279.0,247.0
14-4-4,62,627.0,28971.0,301.0,382.0,11786.0,34277.0,236.0,317.0
14-4-4,63,638.0,29513.0,231.0,421.0,3387.0,44716.0,322.0,341.0
14-4-4,64,632.0,30264.0,345.0,453.0,17205.0,40358.0,261.0,318.0
14-4-4,65,635.0,30236.0,240.0,350.0,9992.0,50264.0,364.0,161.0
14-4-4,66,690.0,29639.0,249.0,397.0,30875.0,42338.0,304.0,182.0
14-4-4,67,792.0,30035.0,231.0,406.0,5667.0,1607.0,301.0,161.0
14-4-4,68,621.0,30573.0,301.0,410.0,78.0,2229.0,288.0,186.0
14-4-4,69,631.0,29564.0,239.0,385.0,11025.0,44733.0,297.0,194.0
14-4-4,7,700.0,29478.0,282.0,414.0,17020.0,30413.0,357.0,169.0
14-4-4,70,633.0,29472.0,284.0,489.0,3755.0,24116.0,361.0,159.0
14-4-4,71,633.0,29777.0,237.0,425.0,11127.0,75576.0,293.0,223.0
14-4-4,72,629.0,29834.0,261.0,325.0,21650.0,14894.0,354.0,150.0
14-4-4,73,776.0,32304.0,283.0,395.0,6732.0,45479.0,337.0,174.0
14-4-4,74,1041.0,29512.0,262.0,411.0,7305.0,26580.0,259.0,145.0
14-4-4,75,647.0,28857.0,309.0,390.0,3684.0,56529.0,257.0,161.0
14-4-4,76,634.0,33877.0,259.0,353.0,83.0,38203.0,328.0,128.0
14-4-4,77,634.0,30574.0,261.0,504.0,11257.0,35828.0,378.0,178.0
14-4-4,78,698.0,28754.0,248.0,649.0,77.0,57218.0,317.0,243.0
14-4-4,79,628.0,29454.0,232.0,389.0,3844.0,29450.0,254.0,156.0
14-4-4,8,849.0,30113.0,237.0,471.0,104.0,78154.0,298.0,182.0
14-4-4,80,619.0,30947.0,244.0,388.0,10376.0,16906.0,431.0,147.0
14-4-4,81,621.0,29630.0,272.0,369.0,10476.0,91073.0,330.0,162.0
14-4-4,82,689.0,30333.0,233.0,383.0,176.0,45866.0,310.0,159.0
14-4-4,83,630.0,29458.0,290.0,386.0,74.0,29074.0,284.0,170.0
14-4-4,84,636.0,29968.0,275.0,439.0,13900.0,37137.0,305.0,174.0
14-4-4,85,633.0,28724.0,440.0,367.0,6637.0,33429.0,341.0,216.0
14-4-4,86,902.0,31856.0,285.0,395.0,6917.0,41518.0,327.0,394.0
14-4-4,87,623.0,28714.0,267.0,325.0,20650.0,34818.0,265.0,270.0
14-4-4,88,623.0,29175.0,271.0,358.0,66.0,54877.0,364.0,357.0
14-4-4,89,624.0,32128.0,275.0,413.0,17940.0,71635.0,320.0,272.0
14-4-4,9,635.0,31692.0,243.0,384.0,5602.0,20617.0,367.0,501.0
14-4-4,90,703.0,33134.0,248.0,348.0,3538.0,36122.0,326.0,180.0
14-4-4,91,877.0,33368.0,254.0,380.0,11639.0,31928.0,356.0,267.0
14-4-4,92,632.0,33496.0,260.0,383.0,3956.0,34669.0,263.0,325.0
14-4-4,93,624.0,31820.0,276.0,468.0,12782.0,29028.0,271.0,195.0
14-4-4,94,686.0,34178.0,268.0,420.0,11981.0,106815.0,372.0,364.0
14-4-4,95,385.0,32638.0,347.0,412.0,3761.0,88346.0,266.0,268.0
14-4-4,96,84.0,32994.0,202.0,395.0,7299.0,28792.0,300.0,387.0
14-4-4,97,257.0,33299.0,276.0,435.0,6049.0,43095.0,338.0,254.0
14-4-4,98,275.0,32573.0,144.0,502.0,6304.0,2045.0,278.0,342.0
14-4-4,99,285.0,32355.0,202.0,333.0,6868.0,47345.0,376.0,336.0
16-4-4,1,242.0,55933.0,214.0,590.0,97.0,32997.0,274.0,353.0
16-4-4,10,271.0,53074.0,266.0,594.0,3973.0,45301.0,253.0,225.0
16-4-4,100,268.0,52800.0,270.0,578.0,6124.0,56088.0,262.0,259.0
16-4-4,11,218.0,55905.0,232.0,496.0,76.0,63130.0,334.0,354.0
16-4-4,12,260.0,53088.0,277.0,624.0,25732.0,70786.0,328.0,275.0
16-4-4,13,216.0,50597.0,234.0,507.0,14415.0,47109.0,280.0,266.0
16-4-4,14,340.0,49696.0,251.0,653.0,10393.0,44051.0,254.0,346.0
16-4-4,15,214.0,48230.0,272.0,665.0,25074.0,34460.0,283.0,288.0
16-4-4,16,228.0,48938.0,371.0,532.0,11856.0,56572.0,266.0,278.0
16-4-4,17,282.0,48839.0,262.0,537.0,11810.0,75744.0,364.0,272.0
16-4-4,18,294.0,48967.0,239.0,505.0,7084.0,25482.0,327.0,306.0
16-4-4,19,255.0,53312.0,249.0,478.0,62.0,15857.0,296.0,246.0
16-4-4,2,262.0,56926.0,290.0,476.0,7273.0,12813.0,277.0,309.0
16-4-4,20,223.0,55154.0,254.0,641.0,20307.0,71022.0,335.0,322.0
16-4-4,21,235.0,52653.0,243.0,487.0,10017.0,46060.0,299.0,226.0
16-4-4,22,239.0,54192.0,280.0,673.0,16580.0,27862.0,335.0,267.0
16-4-4,23,217.0,53657.0,293.0,546.0,93.0,46202.0,303.0,316.0
16-4-4,24,242.0,55660.0,283.0,543.0,3821.0,58325.0,329.0,296.0
16-4-4,25,329.0,54176.0,264.0,555.0,13234.0,132349.0,344.0,283.0
16-4-4,26,239.0,53858.0,348.0,538.0,14209.0,95358.0,343.0,273.0
16-4-4,27,245.0,53735.0,264.0,388.0,11591.0,32497.0,317.0,257.0
16-4-4,28,265.0,48052.0,232.0,717.0,23048.0,96279.0,323.0,485.0
16-4-4,29,266.0,48226.0,268.0,528.0,6124.0,20263.0,314.0,183.0
16-4-4,3,268.0,48922.0,233.0,556.0,86.0,35976.0,335.0,241.0
16-4-4,30,276.0,49705.0,318.0,503.0,3622.0,54542.0,281.0,188.0
16-4-4,31,251.0,48825.0,287.0,536.0,13857.0,49410.0,296.0,244.0
16-4-4,32,240.0,50459.0,270.0,646.0,4269.0,69689.0,341.0,210.0
16-4-4,33,234.0,52840.0,243.0,522.0,18526.0,20518.0,321.0,247.0
16-4-4,34,229.0,49164.0,294.0,494.0,10465.0,26170.0,379.0,167.0
16-4-4,35,266.0,49552.0,265.0,636.0,12710.0,27810.0,293.0,308.0
