Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
14-4-4,64,4,3572,3568,892.0,892.0,892.0,0.0,0.0
14-4-4,65,4,3676,3672,918.0,918.0,918.0,0.0,0.0
14-4-4,66,4,3568,3564,891.0,891.0,891.0,0.0,0.0
14-4-4,67,4,1708,1704,426.0,426.0,426.0,0.0,0.0
14-4-4,68,4,1988,1984,496.0,496.0,496.0,0.0,0.0
14-4-4,69,4,3812,3808,952.0,952.0,952.0,0.0,0.0
14-4-4,7,4,3692,3688,922.0,922.0,922.0,0.0,0.0
14-4-4,70,4,2696,2692,673.0,673.0,673.0,0.0,0.0
14-4-4,71,4,4608,4604,1151.0,1151.0,1151.0,0.0,0.0
14-4-4,72,4,2460,2456,614.0,614.0,614.0,0.0,0.0
14-4-4,73,4,3875,3871,967.0,968.0,967.75,0.5,0.25
14-4-4,74,4,3404,3400,850.0,850.0,850.0,0.0,0.0
14-4-4,75,4,4480,4476,1119.0,1119.0,1119.0,0.0,0.0
14-4-4,76,4,3808,3804,951.0,951.0,951.0,0.0,0.0
14-4-4,77,4,3036,3032,758.0,758.0,758.0,0.0,0.0
14-4-4,78,4,4428,4424,1106.0,1106.0,1106.0,0.0,0.0
14-4-4,79,4,2928,2924,731.0,731.0,731.0,0.0,0.0
14-4-4,8,4,4520,4516,1129.0,1129.0,1129.0,0.0,0.0
14-4-4,80,4,2396,2392,598.0,598.0,598.0,0.0,0.0
14-4-4,81,4,4884,4880,1220.0,1220.0,1220.0,0.0,0.0
14-4-4,82,4,3764,3760,940.0,940.0,940.0,0.0,0.0
14-4-4,83,4,3392,3388,847.0,847.0,847.0,0.0,0.0
14-4-4,84,4,3516,3512,878.0,878.0,878.0,0.0,0.0
14-4-4,85,4,4020,4016,1004.0,1004.0,1004.0,0.0,0.0
14-4-4,86,4,3332,3328,832.0,832.0,832.0,0.0,0.0
14-4-4,87,4,3420,3416,854.0,854.0,854.0,0.0,0.0
14-4-4,88,4,4356,4352,1088.0,1088.0,1088.0,0.0,0.0
14-4-4,89,4,4536,4532,1133.0,1133.0,1133.0,0.0,0.0
14-4-4,9,4,2592,2588,647.0,647.0,647.0,0.0,0.0
14-4-4,90,4,3384,3380,845.0,845.0,845.0,0.0,0.0
14-4-4,91,4,3476,3472,868.0,868.0,868.0,0.0,0.0
14-4-4,92,4,3300,3296,824.0,824.0,824.0,0.0,0.0
14-4-4,93,4,3656,3652,913.0,913.0,913.0,0.0,0.0
14-4-4,94,4,5656,5652,1413.0,1413.0,1413.0,0.0,0.0
14-4-4,95,4,4856,4852,1213.0,1213.0,1213.0,0.0,0.0
14-4-4,96,4,3012,3008,752.0,752.0,752.0,0.0,0.0
14-4-4,97,4,4032,4028,1007.0,1007.0,1007.0,0.0,0.0
14-4-4,98,4,1800,1796,449.0,449.0,449.0,0.0,0.0
14-4-4,99,4,3996,3992,998.0,998.0,998.0,0.0,0.0
16-4-4,1,4,3996,3992,998.0,998.0,998.0,0.0,0.0
16-4-4,10,4,4340,4336,1084.0,1084.0,1084.0,0.0,0.0
16-4-4,100,4,4480,4476,1119.0,1119.0,1119.0,0.0,0.0
16-4-4,11,4,4768,4764,1191.0,1191.0,1191.0,0.0,0.0
16-4-4,12,4,5416,5412,1353.0,1353.0,1353.0,0.0,0.0
16-4-4,13,4,3964,3960,990.0,990.0,990.0,0.0,0.0
16-4-4,14,4,4432,4428,1107.0,1107.0,1107.0,0.0,0.0
16-4-4,15,4,4092,4088,1022.0,1022.0,1022.0,0.0,0.0
16-4-4,16,4,4056,4052,1013.0,1013.0,1013.0,0.0,0.0
16-4-4,17,4,4656,4652,1163.0,1163.0,1163.0,0.0,0.0
16-4-4,18,4,2920,2916,729.0,729.0,729.0,0.0,0.0
16-4-4,19,4,2512,2508,627.0,627.0,627.0,0.0,0.0
16-4-4,2,4,2448,2444,611.0,611.0,611.0,0.0,0.0
16-4-4,20,4,4496,4492,1123.0,1123.0,1123.0,0.0,0.0
16-4-4,21,4,3888,3884,971.0,971.0,971.0,0.0,0.0
16-4-4,22,4,3232,3228,807.0,807.0,807.0,0.0,0.0
16-4-4,23,4,4004,4000,1000.0,1000.0,1000.0,0.0,0.0
16-4-4,24,4,4540,4536,1134.0,1134.0,1134.0,0.0,0.0
16-4-4,25,4,5716,5712,1428.0,1428.0,1428.0,0.0,0.0
16-4-4,26,4,5312,5308,1327.0,1327.0,1327.0,0.0,0.0
16-4-4,27,4,3348,3344,836.0,836.0,836.0,0.0,0.0
16-4-4,28,4,5320,5316,1329.0,1329.0,1329.0,0.0,0.0
16-4-4,29,4,3368,3364,841.0,841.0,841.0,0.0,0.0
16-4-4,3,4,3632,3628,907.0,907.0,907.0,0.0,0.0
16-4-4,30,4,4496,4492,1123.0,1123.0,1123.0,0.0,0.0
16-4-4,31,4,3968,3964,991.0,991.0,991.0,0.0,0.0
16-4-4,32,4,4636,4632,1158.0,1158.0,1158.0,0.0,0.0
16-4-4,33,4,3764,3760,940.0,940.0,940.0,0.0,0.0
16-4-4,34,4,2824,2820,705.0,705.0,705.0,0.0,0.0
16-4-4,35,4,3268,3264,816.0,816.0,816.0,0.0,0.0
16-4-4,36,4,5376,5372,1343.0,1343.0,1343.0,0.0,0.0
16-4-4,37,4,3736,3732,933.0,933.0,933.0,0.0,0.0
16-4-4,38,4,4160,4156,1039.0,1039.0,1039.0,0.0,0.0
16-4-4,39,4,4076,4072,1018.0,1018.0,1018.0,0.0,0.0
16-4-4,4,4,2392,2388,597.0,597.0,597.0,0.0,0.0
16-4-4,40,4,4756,4752,1188.0,1188.0,1188.0,0.0,0.0
16-4-4,41,4,3484,3480,870.0,870.0,870.0,0.0,0.0
16-4-4,42,4,4006,4002,999.0,1001.0,1000.5,1.0,1.0
16-4-4,43,4,4268,4264,1066.0,1066.0,1066.0,0.0,0.0
16-4-4,44,4,4172,4168,1042.0,1042.0,1042.0,0.0,0.0
